retiring_code,flow,last_period,boundary,total_value_cad,description,deciding_layer,outcome,official_destinations,n_official,candidates_before,candidates_after,n_after,official_outside_structural_field,at_hs_revision_boundary,note
3004200066,imports,199101,199102,185394.00,"Spectinomycin, for human use, in dosage",none,silent_no_source,,0,23,3004200010;3004200011;3004200012;3004200013;3004200018;3004200019;3004200020;3004200031;3004200039;3004200041;3004200049;3004200051;3004200052;3004200059;3004200061;3004200062;3004200063;3004200064;3004200069;3004200071;3004200079;3004200080;3004200090,23,,no,no official source reaches 199102
3004200069,imports,201112,201201,2133828374.00,"Antibiotics, nes, for human use, in dosage",cbsa_concordance,decided,3004200019,1,7,3004200019,1,,yes,named by Canada's concordance at 201201
3004200070,imports,198812,198901,4291483.00,"Antibiotics, nes, for vet use, in dosage",none,silent_no_source,,0,26,3004200010;3004200011;3004200012;3004200013;3004200018;3004200019;3004200020;3004200031;3004200039;3004200041;3004200042;3004200049;3004200051;3004200052;3004200059;3004200061;3004200062;3004200063;3004200064;3004200065;3004200066;3004200069;3004200071;3004200079;3004200080;3004200090,26,,no,no official source reaches 198901
3004200071,imports,201112,201201,347629609.00,"Ivermectin, for veterinary use, in dosage",cbsa_concordance,decided,3004200080,1,7,3004200080,1,,yes,named by Canada's concordance at 201201
3004200079,imports,201112,201201,741387848.00,"Antibiotics, nes, for veterinary use, in dosage",cbsa_concordance,decided,3004200090,1,7,3004200090,1,,yes,named by Canada's concordance at 201201
3004310010,imports,201112,201201,1770683777.00,"Insulin, w/n mixed w zinc,globin or protamine, prepr for parentl admin,in dosage",cbsa_concordance,decided,3004310000,1,1,3004310000,1,,yes,named by Canada's concordance at 201201
3004310090,imports,201112,201201,7272310.00,"Insulin, nes, for human use, in dosage",cbsa_concordance,decided,3004310000,1,1,3004310000,1,,yes,named by Canada's concordance at 201201
3004311000,imports,199712,199801,266955474.00,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",none,silent_no_source,,0,3,3004310000;3004310010;3004310090,3,,no,no official source reaches 199801
3004319900,imports,199712,199801,1727839.00,"Insulin, nes, for human use, in dosage",none,silent_no_source,,0,3,3004310000;3004310010;3004310090,3,,no,no official source reaches 199801
3004320010,imports,200112,200201,929148.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",none,silent_no_source,,0,4,3004320000;3004320011;3004320019;3004320020,4,,yes,no official source reaches 200201
3004320011,imports,201112,201201,30740274.00,"Hydrocortisone, for human use, in dosage",cbsa_concordance,decided,3004320000,1,1,3004320000,1,,yes,named by Canada's concordance at 201201
3004320019,imports,201112,201201,578742262.00,"Medicaments containing corticosteroid hormones, for human use, nes",cbsa_concordance,decided,3004320000,1,1,3004320000,1,,yes,named by Canada's concordance at 201201
3004320020,imports,201112,201201,13895452.00,"Corticosteriod hormones, for veterinary use, in dosage",cbsa_concordance,decided,3004320000,1,1,3004320000,1,,yes,named by Canada's concordance at 201201
3004320081,imports,200112,200201,10422499.00,"Hydrocortisone, for human use, in dosage",none,silent_no_source,,0,4,3004320000;3004320011;3004320019;3004320020,4,,yes,no official source reaches 200201
3004320082,imports,200111,200112,25.00,"Betamethasone, for human use, in dosage",none,silent_no_source,,0,8,3004320000;3004320010;3004320011;3004320019;3004320020;3004320081;3004320089;3004320090,8,,yes,no official source reaches 200112
3004320089,imports,200112,200201,128397239.00,"Adrenal cortical hormones, nes, for human use, in dosage",none,silent_no_source,,0,4,3004320000;3004320011;3004320019;3004320020,4,,yes,no official source reaches 200201
3004320090,imports,200112,200201,38149408.00,"Adrenal cortical hormones, for vet use, in dosage",none,silent_no_source,,0,4,3004320000;3004320011;3004320019;3004320020,4,,yes,no official source reaches 200201
3004321000,imports,199712,199801,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",none,silent_no_source,,0,9,3004320000;3004320010;3004320011;3004320019;3004320020;3004320081;3004320082;3004320089;3004320090,9,,no,no official source reaches 199801
3004329011,imports,199712,199801,23749181.00,"Hydrocortisone, for human use, in dosage",none,silent_no_source,,0,9,3004320000;3004320010;3004320011;3004320019;3004320020;3004320081;3004320082;3004320089;3004320090,9,,no,no official source reaches 199801
3004329012,imports,199706,199707,1190222.00,"Betamethasone, for human use, in dosage",none,silent_no_source,,0,13,3004320000;3004320010;3004320011;3004320019;3004320020;3004320081;3004320082;3004320089;3004320090;3004321000;3004329011;3004329019;3004329020,13,,no,no official source reaches 199707
3004329019,imports,199712,199801,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",none,silent_no_source,,0,9,3004320000;3004320010;3004320011;3004320019;3004320020;3004320081;3004320082;3004320089;3004320090,9,,no,no official source reaches 199801
3004329020,imports,199712,199801,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",none,silent_no_source,,0,9,3004320000;3004320010;3004320011;3004320019;3004320020;3004320081;3004320082;3004320089;3004320090,9,,no,no official source reaches 199801
3004390010,imports,201112,201201,220635457.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",cbsa_concordance,constrained,3004390011;3004390019;3004390090,3,5,3004390011;3004390019;3004390090,3,,yes,named by Canada's concordance at 201201
3004390012,imports,202605,202606,184895196.00,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",none,silent_no_source,,0,4,3004390011;3004390013;3004390019;3004390090,4,,no,no official source reaches 202606
3004390081,imports,201112,201201,199276643.00,"Anterior pituitary hormones, for human use, in dosage",cbsa_concordance,decided,3004390012,1,5,3004390012,1,,yes,named by Canada's concordance at 201201
3004390082,imports,201112,201201,19967091.00,"Posterior pituitary hormones, for human use, in dosage",cbsa_concordance,decided,3004390019,1,5,3004390019,1,,yes,named by Canada's concordance at 201201
3004390083,imports,201112,201201,416139189.00,"Unmixed single estrogens, for human use, in dosage",cbsa_concordance,decided,3004390013,1,5,3004390013,1,,yes,named by Canada's concordance at 201201
3004390084,imports,201112,201201,34360926.00,"Unmixed single progestational hormones, for human use, in dosage",cbsa_concordance,decided,3004390019,1,5,3004390019,1,,yes,named by Canada's concordance at 201201
3004390085,imports,201112,201201,3103568844.00,"Hormones, nes, for human use, in dosage",cbsa_concordance,decided,3004390019,1,5,3004390019,1,,yes,named by Canada's concordance at 201201
3004391000,imports,199712,199801,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",none,silent_no_source,,0,11,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090,11,,no,no official source reaches 199801
3004399100,imports,199709,199710,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",none,silent_no_source,,0,18,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090;3004391000;3004399910;3004399920;3004399930;3004399940;3004399950;3004399960,18,,no,no official source reaches 199710
3004399910,imports,199712,199801,97455853.00,"Anterior pituitary hormones, for human use, in dosage",none,silent_no_source,,0,11,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090,11,,no,no official source reaches 199801
3004399920,imports,199712,199801,1779924.00,"Posterior pituitary hormones, for human use, in dosage",none,silent_no_source,,0,11,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090,11,,no,no official source reaches 199801
3004399930,imports,199712,199801,125015221.00,"Unmixed single estrogens, for human use, in dosage",none,silent_no_source,,0,11,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090,11,,no,no official source reaches 199801
3004399940,imports,199711,199712,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",none,silent_no_source,,0,17,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090;3004391000;3004399910;3004399920;3004399930;3004399950;3004399960,17,,no,no official source reaches 199712
3004399950,imports,199712,199801,313061021.00,"Hormones, nes, for human use, in dosage",none,silent_no_source,,0,11,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090,11,,no,no official source reaches 199801
3004399960,imports,199712,199801,39767037.00,"Hormones, nes, for vet use, in dosage",none,silent_no_source,,0,11,3004390010;3004390011;3004390012;3004390013;3004390019;3004390081;3004390082;3004390083;3004390084;3004390085;3004390090,11,,no,no official source reaches 199801
3004400010,imports,201112,201201,125087424.00,"Codeine or its derivatives, for human use, in dosage",cbsa_concordance,decided,3004400090,1,3,3004400090,1,,yes,named by Canada's concordance at 201201
3004400020,imports,201112,201201,17487958.00,"Vincristine, for human use, in dosage",cbsa_concordance,decided,3004400090,1,3,3004400090,1,,yes,named by Canada's concordance at 201201
3004400030,imports,201612,201701,101935277.00,"Theophylline, for human use, in dosage",cbsa_concordance,decided,3004490090,1,61,3004490090,1,,yes,named by Canada's concordance at 201701
3004400040,imports,201612,201701,1572159979.00,"Morphine or its derivatives, for human use, in dosage",cbsa_concordance,decided,3004490010,1,61,3004490010,1,,yes,named by Canada's concordance at 201701
3004400050,imports,201112,201201,6586271.00,"Aminophylline, for human use, in dosage",cbsa_concordance,decided,3004400090,1,3,3004400090,1,,yes,named by Canada's concordance at 201201
3004400080,imports,201112,201201,47146103.00,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",cbsa_concordance,decided,3004400090,1,3,3004400090,1,,yes,named by Canada's concordance at 201201
3004400090,imports,201612,201701,584366588.00,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",cbsa_concordance,constrained,3004410000;3004420000;3004430000;3004490090,4,61,3004410000;3004420000;3004430000;3004490090,4,,yes,named by Canada's concordance at 201701
3004401000,imports,199712,199801,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",none,silent_no_source,,0,8,3003400000;3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090,8,,no,no official source reaches 199801
3004409011,imports,199612,199701,111515.00,"Codeine phosphate, for human use, in dosage",none,silent_no_source,,0,16,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090;3004401000;3004409019;3004409020;3004409030;3004409040;3004409050;3004409070;3004409080;3004409090,16,,no,no official source reaches 199701
3004409019,imports,199712,199801,10263737.00,"Codeine or its derivs nes, for human use, in dosage",none,silent_no_source,,0,7,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090,7,,no,no official source reaches 199801
3004409020,imports,199707,199708,4869341.00,"Quinidine sulphate, for human use, in dosage",none,silent_no_source,,0,15,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090;3004401000;3004409019;3004409030;3004409040;3004409050;3004409070;3004409080;3004409090,15,,no,no official source reaches 199708
3004409030,imports,199711,199712,2496656.00,"Vincristine, for human use, in dosage",none,silent_no_source,,0,13,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090;3004401000;3004409019;3004409050;3004409070;3004409080;3004409090,13,,no,no official source reaches 199712
3004409040,imports,199711,199712,9473686.00,"Theophylline, for human use, in dosage",none,silent_no_source,,0,13,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090;3004401000;3004409019;3004409050;3004409070;3004409080;3004409090,13,,no,no official source reaches 199712
3004409050,imports,199712,199801,41902526.00,"Morphine or its derivs, for human use, in dosage",none,silent_no_source,,0,7,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090,7,,no,no official source reaches 199801
3004409060,imports,199403,199404,217467.00,"Cocaine or its derivs, for human use, in dosage",none,silent_no_source,,0,17,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090;3004401000;3004409011;3004409019;3004409020;3004409030;3004409040;3004409050;3004409070;3004409080;3004409090,17,,no,no official source reaches 199404
3004409070,imports,199712,199801,1778947.00,"Aminophylline, for human use, in dosage",none,silent_no_source,,0,7,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090,7,,no,no official source reaches 199801
3004409080,imports,199712,199801,22494169.00,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",none,silent_no_source,,0,7,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090,7,,no,no official source reaches 199801
3004409090,imports,199712,199801,172848913.00,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",none,silent_no_source,,0,7,3004400010;3004400020;3004400030;3004400040;3004400050;3004400080;3004400090,7,,no,no official source reaches 199801
3004410000,imports,202605,202606,8250035.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",none,silent_no_source,,0,52,3004100010;3004100090;3004200011;3004200012;3004200013;3004200018;3004200019;3004200080;3004200090;3004310000;3004320000;3004390011;3004390013;3004390019;3004390090;3004420000;3004430000;3004490010;3004490090;3004500011;3004500012;3004500014;3004500019;3004500090;3004600000;3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,52,,no,no official source reaches 202606
3004500010,imports,201112,201201,37019078.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",cbsa_concordance,decided,3004500019,1,6,3004500019,1,,yes,named by Canada's concordance at 201201
3004500013,imports,201612,201701,20568179.00,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",cbsa_concordance,decided,3004500019,1,5,3004500019,1,,yes,named by Canada's concordance at 201701
3004500020,imports,201112,201201,7548977.00,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",cbsa_concordance,constrained,3004500019;3004500090,2,6,3004500019;3004500090,2,,yes,named by Canada's concordance at 201201
3004500031,imports,201112,201201,25564446.00,"Vitamin C only, for human use, in dosage",cbsa_concordance,decided,3004500011,1,6,3004500011,1,,yes,named by Canada's concordance at 201201
3004500032,imports,201112,201201,50770658.00,"Vitamin E only, for human use, in dosage",cbsa_concordance,decided,3004500011,1,6,3004500011,1,,yes,named by Canada's concordance at 201201
3004500039,imports,201112,201201,165618033.00,"Single vitamin only, nes, for human use, in dosage",cbsa_concordance,decided,3004500011,1,6,3004500011,1,,yes,named by Canada's concordance at 201201
3004500040,imports,201112,201201,121157561.00,"Single vitamin mixed w other supplements, for human use, in dosage",cbsa_concordance,decided,3004500012,1,6,3004500012,1,,yes,named by Canada's concordance at 201201
3004500050,imports,201112,201201,62436289.00,"Multivitamins not mixed with other supplements, for human use, in dosage",cbsa_concordance,decided,3004500013,1,6,3004500013,1,,yes,named by Canada's concordance at 201201
3004500061,imports,201112,201201,60566515.00,"Vitamins-iron preparation, for human use, in dosage",cbsa_concordance,decided,3004500014,1,6,3004500014,1,,yes,named by Canada's concordance at 201201
3004500069,imports,201112,201201,602021188.00,"Multivitamins mixed with other supplements, nes, for human use, in dosage",cbsa_concordance,decided,3004500014,1,6,3004500014,1,,yes,named by Canada's concordance at 201201
3004500070,imports,201112,201201,48205931.00,"Vitamins & their derivatives, nes, for veterinary use, in dosage",cbsa_concordance,decided,3004500090,1,6,3004500090,1,,yes,named by Canada's concordance at 201201
3004501000,imports,199712,199801,29913272.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509100,imports,199706,199707,405203.00,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",none,silent_no_source,,0,25,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090;3004501000;3004509911;3004509912;3004509919;3004509920;3004509930;3004509941;3004509949;3004509950,25,,no,no official source reaches 199707
3004509911,imports,199712,199801,34612678.00,"Vitamin C only, for human use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509912,imports,199712,199801,20986151.00,"Vitamin E only, for human use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509919,imports,199712,199801,70973832.00,"Single vitamin only, nes, for human use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509920,imports,199712,199801,18411892.00,"Single vitamin mixed w o supplements, for human use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509921,imports,198912,199001,1445854.00,"Vitamins-iron preparation, for human use, in dosage",none,silent_no_source,,0,26,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090;3004501000;3004509100;3004509911;3004509912;3004509919;3004509920;3004509930;3004509941;3004509949;3004509950,26,,no,no official source reaches 199001
3004509922,imports,198912,199001,11347774.00,"Multivitamins not mixed with o supplements, for human use, in dosage",none,silent_no_source,,0,26,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090;3004501000;3004509100;3004509911;3004509912;3004509919;3004509920;3004509930;3004509941;3004509949;3004509950,26,,no,no official source reaches 199001
3004509929,imports,198912,199001,11260315.00,"Multivitamins mixed with other supplements, nes, for human use, in dosage",none,silent_no_source,,0,26,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090;3004501000;3004509100;3004509911;3004509912;3004509919;3004509920;3004509930;3004509941;3004509949;3004509950,26,,no,no official source reaches 199001
3004509930,imports,198912,199001,1124520.00,"Vitamins & their derivs,nes,for vet use, in dosage",none,silent_no_source,,0,25,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090;3004501000;3004509100;3004509911;3004509912;3004509919;3004509920;3004509941;3004509949;3004509950,25,,no,no official source reaches 199001
3004509930,imports,199712,199801,55679911.00,"Multivitamins not mixed with o supplements, for human use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509941,imports,199712,199801,15830543.00,"Vitamins-iron preparation, for human use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509949,imports,199712,199801,121058460.00,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004509950,imports,199712,199801,3851408.00,"Vitamins & their derivs, nes, for vet use, in dosage",none,silent_no_source,,0,16,3004500010;3004500011;3004500012;3004500013;3004500014;3004500019;3004500020;3004500031;3004500032;3004500039;3004500040;3004500050;3004500061;3004500069;3004500070;3004500090,16,,no,no official source reaches 199801
3004900020,imports,201112,201201,21555796.00,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",cbsa_concordance,constrained,3004900079;3004900090,2,34,3004900079;3004900090,2,,yes,named by Canada's concordance at 201201
3004900031,imports,201712,201801,2089844029.00,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900032,imports,201712,201801,6525417842.00,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900033,imports,201712,201801,2694917989.00,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900034,imports,201712,201801,457653908.00,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900035,imports,201712,201801,6760065602.00,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900036,imports,201712,201801,627338348.00,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900039,imports,201712,201801,3792547257.00,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",tariff_schedule,silent_no_effect,,0,27,3004900011;3004900012;3004900019;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900090,27,,no,"the 2018 schedule holds every candidate, so it excludes none"
3004900041,imports,201112,201201,142378137.00,"Histamine H2 receptor antagonist, for human use, in dosage",cbsa_concordance,decided,3004900049,1,34,3004900049,1,,yes,named by Canada's concordance at 201201
3004900081,imports,201112,201201,17659861.00,"Anaesthetic, for veterinary use, in dosage",cbsa_concordance,decided,3004900090,1,34,3004900090,1,,yes,named by Canada's concordance at 201201
3004900089,imports,201112,201201,1795745395.00,"Medicaments, nes, for veterinary use, in dosage",cbsa_concordance,decided,3004900090,1,34,3004900090,1,,yes,named by Canada's concordance at 201201
3004901010,imports,199712,199801,27832591.00,"Mixtures of amino acids, nes, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004901020,imports,199712,199801,64569831.00,"Dextrose (glucose) solutions, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004901090,imports,199712,199801,40955791.00,"Mx of amino acids & protein hydrolysates, etc, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909100,imports,199712,199801,7663951.00,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909911,imports,199712,199801,226805033.00,"Analgesics, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909912,imports,199712,199801,405662933.00,"Antidepressants & tranquilizers, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909913,imports,199712,199801,369413385.00,"Antihypertensive agents, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
