link_id,row,verdict,why,retiring_code,retiring_description,retiring_last_traded,proposed_successor,proposed_successor_description,proposed_successor_traded,proposed_successor_wording_match,second_alternative,second_alternative_description,second_alternative_traded,second_alternative_wording_match,how_they_relate,how_the_second_relates,what_this_points_to,check_this_again,decision,correct_successor_if_rejected,reason,decided_by,decided_on
imports:3002.39.10.00:1995-12,40,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30 entirely",3002.39.10.00,"Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine",1995-12,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,1996-01 to 1997-12,0.6364,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,2022-01 to 2026-06,0.6709,"same class (asserted, no source)",unknown [REMOVED ON continuity],ACCEPT is defensible: both are the same kind of medicine.,this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
imports:3002.39.90.00:1995-12,41,ANALYST - a candidate is shown but NOT recommended,"the code proposed here stops trading 24 months after the one it would replace, so the two ended in the same restructuring and neither received the other's trade. Following the chain, the trade appears to end at 3002.42.00.90.",3002.39.90.00,"Vaccines, veterinary use, nes",1995-12,3002.30.90.00,"Vaccines, veterinary use, nes",1996-01 to 1997-12,1.0000,3002.42.00.90,"Vaccines, veterinary use, nes",2022-01 to 2026-06,1.0000,the same commodity under a new number (the two descriptions match),the same commodity under a new number (the two descriptions match) [REMOVED ON continuity],"ACCEPT: the wording is identical, so this is the same commodity under a new number.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
imports:3004.32.90.11:1997-12,42,CONFIRM - the evidence supports this link,,3004.32.90.11,"Hydrocortisone, for human use, in dosage",1997-12,3004.32.00.81,"Hydrocortisone, for human use, in dosage",1998-01 to 2001-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.22:1989-12,43,CONFIRM - the evidence supports this link,,3004.50.99.22,"Multivitamins not mixed with o supplements, for human use, in dosage",1989-12,3004.50.99.30,"Multivitamins not mixed with o supplements, for human use, in dosage",1990-01 to 1997-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.29:1989-12,44,CONFIRM - the evidence supports this link,,3004.50.99.29,"Multivitamins mixed with other supplements, nes, for human use, in dosage",1989-12,3004.50.99.49,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",1990-01 to 1997-12,1.0000,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3003.90.99.10:1997-12,45,CONFIRM - the evidence supports this link,,3003.90.99.10,"Medicaments containing acetaminophen, in bulk",1997-12,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.10.30:1997-12,46,ANALYST - a candidate is shown but NOT recommended,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",3002.90.10.30,Dried blood of human origin,1997-12,3002.90.00.93,Antiallergenic preparations of microbial origin,1998-02 to 2016-12,0.4595,,"no other candidate passes the rules; every one either swaps the term that carries the meaning, shares nothing with this description, or stops trading within two years of it",,,"different family (asserted, no source)",,"REJECT and name a code, or NONE if the goods left the chapter. The proposal is a different family and nothing else here qualifies.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,reject,3002.90.00.99,"There is no dried human blood line in the receiving block, so the goods fall to its leftover. The closest wording, 3002.90.00.30 Dried blood of animal origin at 0.8727, was removed by the origin rule and is correctly gone. The nearest human line is 3002.90.00.92 Whole human blood, and dried blood is not whole blood. That leaves 3002.90.00.99 Other, candidate 5 at 0.3107 with no veto. 3002.90.00.90 carries the same meaning but a continuity veto, so the era-correct residual is the one named. The proposal, Antiallergenic preparations of microbial origin at 0.4595, is a different family and sits below the review threshold.",analysts,2026-08-12
imports:3002.90.90.20:1997-06,47,CONFIRM - the evidence supports this link,,3002.90.90.20,Whole human blood,1997-06,3002.90.00.92,Whole human blood,1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.21:1989-12,48,CONFIRM - the evidence supports this link,,3004.50.99.21,"Vitamins-iron preparation, for human use, in dosage",1989-12,3004.50.99.41,"Vitamins-iron preparation, for human use, in dosage",1990-01 to 1997-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.31.00.00:1995-07,49,CONFIRM - the evidence supports this link,,3002.31.00.00,"Vaccines against foot or mouth disease, veterinary use",1995-07,3002.30.90.00,"Vaccines, veterinary use, nes",1996-01 to 1997-12,0.5750,,,,,"its own leftover line (asserted, no source)",,,,accept,,,analysts,2026-08-12
imports:3003.31.91.00:1990-05,50,ANALYST - a candidate is shown but NOT recommended,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",3003.31.91.00,"Insulin, cont more than 23% of absolute ethyl alcohol by volume, in bulk",1990-05,3003.31.99.00,"Insulin, formulated, in bulk, nes",1988-01 to 1997-12,0.4242,3003.31.00.90,"Insulin, formulated, in bulk, nes",1998-01 to 2011-12,0.4242,a catch-all line that may cover it (read off the successor's own wording),a catch-all line that may cover it (read off the alternative's own wording) [REMOVED ON continuity],"The proposal is a catch-all line, so accepting it aggregates these goods rather than matching them. Judge whether that is where the trade went.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
imports:3004.90.99.92:1991-06,51,ANALYST - a candidate is shown but NOT recommended,"NOTHING IN COMMON: this names coccidiostats and the proposal names antacids, and neither is a catch-all that could absorb the other. The score comes from shared phrasing.",3004.90.99.92,"Coccidiostats, in dosage",1991-06,3004.90.99.23,"Antacids, for human use, in dosage",1990-01 to 1997-12,0.5455,3004.90.99.99,"Medicaments nes, for veterinary use, in dosage",1988-01 to 1997-12,0.4478,different family (from the tariff structure),its own leftover line (from the tariff structure),"SECOND. The alternative is this code's own family line, which is where a closing line usually goes.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,second,,,analysts,2026-08-12
exports:3004.32.20:1988-11,52,CONFIRM - the evidence supports this link,,3004.32.20,"Adrenal cortical hormones, in dosage, for veterinary use",1988-11,3004.32.00,"Adrenal cortical hormones, not containing antibiotics, in dosage",1989-01 to 2026-06,0.6034,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3004.90.99.50:1997-12,53,CONFIRM - the evidence supports this link,,3004.90.99.50,"Haematological agents, for human use, in dosage",1997-12,3004.90.00.71,"Haematological agents, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.83:1997-12,54,CONFIRM - the evidence supports this link,,3004.90.99.83,"Dermatological agents, for human use, in dosage",1997-12,3004.90.00.77,"Dermatological agents, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.99.10:1997-12,55,CONFIRM - the evidence supports this link,,3004.39.99.10,"Anterior pituitary hormones, for human use, in dosage",1997-12,3004.39.00.81,"Anterior pituitary hormones, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.11:1997-12,56,CONFIRM - the evidence supports this link,,3004.50.99.11,"Vitamin C only, for human use, in dosage",1997-12,3004.50.00.31,"Vitamin C only, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.12:1997-12,57,CONFIRM - the evidence supports this link,,3004.50.99.12,"Vitamin E only, for human use, in dosage",1997-12,3004.50.00.32,"Vitamin E only, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.19:1997-12,58,CONFIRM - the evidence supports this link,,3004.40.90.19,"Codeine or its derivs nes, for human use, in dosage",1997-12,3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",1998-01 to 2011-12,0.9293,,,,,unknown,,,,accept,,,analysts,2026-08-12
exports:3002.30.10:2016-06,59,ANALYST - a candidate is shown but NOT recommended,"NOTHING IN COMMON: this names against, disease, foot, mouth and the proposal names medecine, and neither is a catch-all that could absorb the other. The score comes from shared phrasing.",3002.30.10,"Vaccines against foot or mouth disease, veterinary use",2016-06,3002.30.00,"Vaccines, for veterinary medecine",2017-01 to 2021-12,0.5882,,"no other candidate passes the rules; every one either swaps the term that carries the meaning, shares nothing with this description, or stops trading within two years of it",,,"same class (asserted, no source)",,ACCEPT is defensible: both are the same kind of medicine.,this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
exports:3003.60.00:2023-08,60,DO NOT DECIDE - the record does not call this a retirement,,3003.60.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",2023-08,3003.20.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01 to 2026-06,0.7261,,,,,a catch-all line that may cover it (read off the successor's own wording),,,this one was decided and it is now HELD (the record does not call this a retirement). The hold is not a disagreement with the answer; it says the official record has not been read yet and may overturn it,reject,none,"The line was not withdrawn, so there is no successor to name. 3003.60.00 carries no stated_termination on either flow, while fifteen Chapter 30 codes around it carry 202112 from the HS2022 revision, and it traded through that boundary on both sides. What stopped in 2023-08 is the domestic export flow, CAD 7,732,509 across 14 months, not the tariff line. Imports were still booked against 3003.60.00.00 to 2025-08, though only CAD 786,374 across 55 months, and that side's own retirement is held undecided at row 207 as too close to the end of the data. The proposal is antibiotics offered for an antimalarial code: its 0.7261 match is the shared boilerplate 'Medicaments, cont ... mixed, nfrs, o/t No 30.02/05/06', which is the failure mode recorded as finding 67. The subheading-residual rule does not reach this row either. 3003.60 is a standalone subheading, so its enclosing residual is 3003.90 and not anything in the alkaloid group, and domestic exports of 3003.90 fell from CAD 128,064,192 in 2023 to CAD 86,253,691 in 2024 rather than absorbing the flow that stopped. The rule applies to codes Canada withdrew: 3003.40 in this same heading, and 3004.40 in heading 3004, carry stated_termination 201612, and 3003.60 carries none.",analysts,2026-08-12
imports:3004.39.99.20:1997-12,61,CONFIRM - the evidence supports this link,,3004.39.99.20,"Posterior pituitary hormones, for human use, in dosage",1997-12,3004.39.00.82,"Posterior pituitary hormones, for human use, in dosage",1998-06 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.91.00:1997-09,63,CONFIRM - the evidence supports this link,,3004.39.91.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",1997-09,3004.39.00.85,"Hormones, nes, for human use, in dosage",1998-01 to 2011-12,0.6465,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3004.40.10.00:1997-12,64,CONFIRM - the evidence supports this link,,3004.40.10.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",1997-12,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1998-01 to 2011-12,0.6351,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,accept,,,analysts,2026-08-12
imports:3006.80.90.41:2006-10,65,ANALYST - a candidate is shown but NOT recommended,"the code proposed here stops trading 2 months after the one it would replace, so the two ended in the same restructuring and neither received the other's trade. Following the chain, the trade appears to end at 3006.92.00.00.",3006.80.90.41,Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39,2006-10,3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2002-04 to 2006-12,0.8235,3006.92.00.00,"Waste pharmaceuticals, nes",2007-01 to 2026-06,0.5161,"different class (asserted, no source)",its own leftover line (from the tariff structure),"THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's. SECOND. The alternative is this code's own family line, which is where a closing line usually goes.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,second,,,analysts,2026-08-12
imports:3002.90.00.10:2021-12,66,CONFIRM - the evidence supports this link,,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2021-12,3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2022-01 to 2026-06,0.9466,,,,,unknown,,,"A LEFTOVER LINE WAS WIDENED AT THIS VERY BOUNDARY: 3002.90.00.90 kept its number across 2021-12 and its published scope gained antisera, cell, culture, etc, vaccines. Wording similarity cannot see that a description CHANGED, so it ranks that line 2. Check whether the goods went there. Flagged, not ranked.",reject,3002.49.00.20,"HS2022 split this line. Five of its six terms kept their wording in 3002.90.00.20, which is why text ranks that line first at 0.9466, but it carries CAD 9 to 18 million a year against this line's 159 to 175 million. Toxins moved to 3002.49.00.20, which runs at 189 million in 2023, 223 million in 2024 and 269 million in 2025 and so continues the series. 2022 is a transition year in which the residual 3002.90.00.90 absorbed both dying lines, 274.9 million lost against 268.3 million gained, so no single year settles this. No official source reaches this boundary. Decided on the trade series. Also corrects Ricin and Saxitoxin, which terminated at a toxoid line.",analysts,2026-08-18
imports:3004.40.00.90:2016-12,67,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",2016-12,3004.49.00.90,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",2017-01 to 2026-06,0.3924,3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01 to 2026-05,0.3145,"same class (asserted, no source)","different class (asserted, no source)",ACCEPT is defensible: both are the same kind of medicine.,this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
imports:3002.90.00.50:2021-12,68,ANALYST - a candidate is shown but NOT recommended,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",3002.90.00.50,Micro-organisms cultures,2021-12,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",2022-01 to 2026-06,0.4719,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",2017-01 to 2026-06,0.2885,unknown,a catch-all line that may cover it (read off the alternative's own wording),,"this was decided while it proposed 3002.90.00.90; it now proposes 3002.49.00.10, Cultures, of micro-organisms (excluding yeasts) and similar products A LEFTOVER LINE WAS WIDENED AT THIS VERY BOUNDARY: 3002.90.00.90 kept its number across 2021-12 and its published scope gained antisera, cell, culture, etc, vaccines. Wording similarity cannot see that a description CHANGED, so it ranks that line 2. Check whether the goods went there. Flagged, not ranked.",accept,,"3002.49.00.10 Cultures, of micro-organisms (excluding yeasts) and similar products is the HS2022 successor. It was not a candidate until the carve-out rung was added, finding 122: subheading 300290 survived the boundary so the ladder never widened and the receiving line sat among 110 codes never considered. Wording 0.4719 against 0.2885 for the residual it had been given, and the trade series continues: 25.8, 66.1 and 99.5 million before, 42.5, 51.5, 48.2 and 90.0 million after.",analysts,2026-08-18
imports:3004.39.00.10:2011-12,69,ANALYST - a candidate is shown but NOT recommended,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",2011-12,3004.39.00.11,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",2012-01 to 2026-06,0.4737,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01 to 2026-06,0.2517,"same class (asserted, no source)",its own leftover line (from the tariff structure),"SECOND. The alternative is this code's own family line, which is where a closing line usually goes.","this one was decided and the method still does not recommend the proposal; the reason is in the why column A LEFTOVER LINE WAS WIDENED AT THIS VERY BOUNDARY: 3004.39.00.90 kept its number across 2011-12 and its published scope gained 29, 37, containing, prod, products, retail, sale, than. Wording similarity cannot see that a description CHANGED, so it ranks that line 3. Check whether the goods went there. Flagged, not ranked.",accept,,,analysts,2026-08-12
imports:3003.40.00.00:2016-12,70,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",2016-12,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01 to 2026-06,0.3529,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01 to 2025-06,0.2876,a catch-all line that may cover it (read off the successor's own wording),"different class (asserted, no source)","The proposal is a catch-all line, so accepting it aggregates these goods rather than matching them. Judge whether that is where the trade went.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
exports:3002.90.20:2016-11,71,ANALYST - a candidate is shown but NOT recommended,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",3002.90.20,Saxitoxin,2016-11,3002.90.10,Ricin,1997-12 to 2026-06,0.4286,3002.90.90,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-orga cult,sim,nes",1997-01 to 2026-06,0.1364,"different family (asserted, no source)",its own leftover line (from the tariff structure),"SECOND. The alternative is this code's own family line, which is where a closing line usually goes.","this was decided while it proposed 3002.90.90; it now proposes 3002.90.10, Ricin",reject,3002.90.90,"The line was withdrawn at 201612 and nothing replaced it, so the goods fall to the catch-all. Only two candidates exist on this row: 3002.90.10 Ricin at 0.4286 and 3002.90.90 at 0.1136. Ricin is a different specific toxin, so the proposal is wrong on meaning rather than on wording, and neither candidate carries a veto. Note that 3002.90.90 was the proposal when this row was first decided; check_this_again records that it moved to Ricin afterwards, and the move made it worse.",analysts,2026-08-12
exports:3003.40.00:2016-11,72,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",3003.40.00,"Alkaloids or their derivs, formltd, not cntg antibiotics or hormones, in bulk",2016-11,3003.49.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2018-05 to 2026-06,0.3399,3003.42.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2019-05 to 2024-09,0.3007,a catch-all line that may cover it (read off the successor's own wording),"different class (asserted, no source)","The proposal is a catch-all line, so accepting it aggregates these goods rather than matching them. Judge whether that is where the trade went.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,"ACCEPT 3003.49.00, 2026-08-14. THIS REVERSES THE WITHDRAWAL MADE EARLIER THE SAME DAY. The withdrawal waited on the WCO 2012-to-2017 correlation table; that table has since been extracted and read. It subdivided 3003.40 to create 3003.41, 3003.42 and 3003.43 for ephedrine, pseudoephedrine and norephedrine, leaving 3003.49 for everything else. This is the bulk counterpart of row 214 and follows it.",analysts,2026-08-14
exports:3002.11.00:2021-11,73,ANALYST - a candidate is shown but NOT recommended,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",3002.11.00,Malaria diagnostic test kits,2021-11,3002.90.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",1997-01 to 2026-06,0.3519,,"no other candidate passes the rules; every one either swaps the term that carries the meaning, shares nothing with this description, or stops trading within two years of it",,,a catch-all line that may cover it (read off the successor's own wording),,"The proposal is a catch-all line, so accepting it aggregates these goods rather than matching them. Judge whether that is where the trade went.","this was decided while the proposal read 'Human blood;anml blood therap/prophltc/diag uses;toxins,micro-orga cult,sim,nes'; it now reads Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",reject,none,"NONE, on the official record, 2026-08-14. The WCO 2017-to-2022 correlation table maps 3002.11 to 3822.11 and to nothing else, so the goods left Chapter 30 and this crosswalk has no successor to record. Confirmed from BOTH of the document's own tables, which are typeset independently and in opposite directions: Table I page 10 gives 3822.11 <- 3002.11, and Table II page 30 gives 3002.11 -> ex3822.11. The remark beside it states the mechanism: ""Creation of new exclusion Note 1 (ij) to Chapter 30 and new subheadings 3822.11, 3822.12 and 3822.19 entail the transfer of [goods] from subheadings 3002.11, 3002.13, 3002.14 and 3002.15 to new subheadings 3822.11, 3822.12 and 3822.19."" Extracted into evidence/wto/wto_ch30_pairs.csv by evidence/wto/extract_wto_pairs.py. THE EARLIER ANSWER WAS 3002.15.00 AND ITS REASONING WAS SOUND ON ITS OWN TERMS; it is kept below. Every factual claim in it was checked and holds. What it could not know is that the same exclusion note is also emptying 3002.15 into 3822, so the line it named was itself on the way out. This is the hold working: the row was marked DO NOT DECIDE - waiting on a document, it was answered over that hold, and the document disagreed. --- ORIGINAL ANSWER, 3002.15.00, KEPT AS WRITTEN --- HS2022 withdrew the malaria diagnostic test kit line, stated_termination 202112, and the goods return to the immunological products they were carved from. A malaria rapid test is an antibody-based immunological product sold as a retail-packed kit, which is what 3002.15.00 describes: immunological products put up in measured doses or in forms or packings for retail sale. It is also the only line in the group that can receive them: HS2022 withdrew 3002.19.00, immunological products nes, at the same 202112 boundary as the retiring code, and it is absent from the 2022 and 2025 schedules, so it cannot be a fallback. 3002.15.00 traded through to 2026-06 and carries no stated_termination or veto. The proposal, the human blood catch-all at 0.3551, is not an immunological products line at all.",analysts,2026-08-12
imports:3003.39.91.00:1997-07,74,ANALYST - a candidate is shown but NOT recommended,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",3003.39.91.00,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",1997-07,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",1998-01 to 2011-12,0.4507,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",2012-01 to 2026-06,0.3205,"same class (asserted, no source)",its own leftover line (from the tariff structure) [REMOVED ON continuity],"REMOVED ON continuity, so this is shown as evidence and NOT as a recommendation. Weigh the removal before anything else. SECOND. The alternative is this code's own family line, which is where a closing line usually goes.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
exports:3004.90.00:2017-12,75,ANALYST - a candidate is shown but NOT recommended,"a different code, 3004.90.90, carries this description word for word from 2018-01, 0 month(s) after this one stopped. Either that is the renumbering or the proposal is, and the wording cannot separate them.",3004.90.00,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",2017-12,3004.60.00,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",2017-01 to 2026-06,0.5660,3004.90.90,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",2018-01 to 2026-06,1.0000,unknown,the same commodity under a new number (the two descriptions match),,this one was decided and the method still does not recommend the proposal; the reason is in the why column,second,,"The second alternative is the same commodity under a new number. 3004.90.90 carries this line's description word for word and begins trading 2018-01, the month after 3004.90.00 stops, at a wording match of 1.0000 against 0.5660 for the proposal. Scale settles it: 3004.90.90 has carried CAD 45,255,229,029 since 2018-01, while 3004.60.00, the antimalarial line, has carried CAD 36,444,266 across its whole life from 2017-01. The seven import twins retiring at the same 2017-12 boundary all stay inside 3004.90, so the subheading did not vanish in 2018. The proposal reached the sheet because the official record recorded a single destination for this retirement, 3004.60.00, while Canada's concordance for the same goods also holds the arm that stays put; the pipeline marked the row bounded_needs_ruling, the only export retirement carrying that outcome, and this is that ruling. Rows 2 and 10 chain into this link, so both follow it.",analysts,2026-08-13
imports:3002.10.00.90:2016-12,76,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30 entirely",3002.10.00.90,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",2016-12,3002.19.00.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2017-01 to 2021-12,0.6879,3002.15.00.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",2017-01 to 2026-06,0.3949,"different class (asserted, no source)",unknown,"NOT the proposal: it is a different kind of medicine. Neither code offered is this one's own family line, so weigh both.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,,analysts,2026-08-12
imports:3004.90.00.35:2017-12,77,CONFIRM - the evidence supports this link,,3004.90.00.35,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",2017-12,3004.90.00.26,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.32:2017-12,78,CONFIRM - the evidence supports this link,,3004.90.00.32,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",2017-12,3004.90.00.23,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.39:2017-12,79,CONFIRM - the evidence supports this link,,3004.90.00.39,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",2017-12,3004.90.00.29,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.33:2017-12,80,CONFIRM - the evidence supports this link,,3004.90.00.33,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",2017-12,3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.31:2017-12,81,CONFIRM - the evidence supports this link,,3004.90.00.31,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",2017-12,3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.89:1997-12,82,CONFIRM - the evidence supports this link,,3004.90.99.89,"Medicaments nes, for human use, in dosage",1997-12,3004.90.00.79,"Medicaments nes, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.30:1997-12,83,CONFIRM - the evidence supports this link,,3004.90.99.30,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",1997-12,3004.90.00.50,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.00.30:2016-12,84,CONFIRM - the evidence supports this link,,3002.10.00.30,"Antisera and other blood fractions, of human origin, for other uses",2016-12,3002.12.00.19,"Human antisera and other human blood fractions, nes",2017-01 to 2026-06,0.6609,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,accept,,,analysts,2026-08-12
