link_id,retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,successor,successor_description,successor_first_traded,successor_last_traded,outcome,authority,basis,detail,decided_by,decided_on,reason,overrode_a_hold
imports:3003.40.90.00:1997-12,3003.40.90.00,1,imports,199712,3954586.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-11,,no
imports:3003.41.00.00:2026-05,3003.41.00.00,1,imports,202605,14190.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",,,,,not_a_retirement,delivery,no_termination_declared,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",,,,no
imports:3003.42.00.00:2024-01,3003.42.00.00,1,imports,202401,193.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",,,,,not_a_retirement,delivery,no_termination_declared,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",analysts,2026-08-13,"The line was not withdrawn, so there is no successor to name. 3003.42.00.00 stands in Canada's published tariff across all nine vintages from 2017 to 2025, continuously, and carries no stated_termination, while 3003.40 in the same heading was withdrawn after 2016. What stopped in 2024-01 is the import flow, and it was never more than a trickle: CAD 193 in total across 4 months, being 73 in 2022, 99 in 2023 and 21 in 2024. The proposal is the ephedrine line. Pseudoephedrine is a diastereomer of ephedrine and the tariff places them in the same one-dash group, which is why the wording matches at 0.9057, but the two subheadings exist to separate them and pseudoephedrine medicaments cannot be entered under 3003.41. Same class is the cause of the match, not evidence of succession. The subheading-residual rule does not reach this row either: 3003.41 sits inside 3003.42's own group, and tested against Canada's concordances a rule preferring the residual over a sibling contradicts the official record in 14 of 16 cases.",no
imports:3003.43.00.00:2025-06,3003.43.00.00,1,imports,202506,21630.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",,,,,not_a_retirement,delivery,no_termination_declared,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",,,,no
imports:3003.60.00.00:2025-08,3003.60.00.00,1,imports,202508,786374.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",,,,,not_a_retirement,delivery,no_termination_declared,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",,,,no
imports:3003.90.00.10:2011-12,3003.90.00.10,1,imports,201112,8239452.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",3003.90.00.90,"Other medicaments, formulated, in bulk, nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3003.90.00.20:2011-12,3003.90.00.20,1,imports,201112,1506308.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",3003.90.00.90,"Other medicaments, formulated, in bulk, nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3003.90.00.91:2011-12,3003.90.00.91,1,imports,201112,71952532.00,"Medicaments containing acetaminophen, in bulk",3003.90.00.30,"Medicaments containing acetaminophen, in bulk",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3003.90.00.99:2011-12,3003.90.00.99,1,imports,201112,1694115004.00,"Medicaments, nes, formulated, in bulk",3003.90.00.90,"Other medicaments, formulated, in bulk, nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3003.90.10.00:1997-12,3003.90.10.00,1,imports,199712,11827021.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3003.90.91.00:1997-12,3003.90.91.00,1,imports,199712,621683.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3003.90.99.00:1994-12,3003.90.99.00,1,imports,199412,158198908.00,"Medicaments, nes, formulated, in bulk",3003.90.99.90,"Medicaments nes, formulated, in bulk",199501,199712,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3003.90.99.10:1997-12,3003.90.99.10,1,imports,199712,10818930.00,"Medicaments containing acetaminophen, in bulk",3003.90.00.91,"Medicaments containing acetaminophen, in bulk",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3003.90.99.90:1997-12,3003.90.99.90,1,imports,199712,229173341.00,"Medicaments nes, formulated, in bulk",3003.90.00.99,"Medicaments nes, formulated, in bulk",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.10.00.11:2011-12,3004.10.00.11,1,imports,201112,9924685.00,"Penicillin G sodium, for human use, in dosage",3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.10.00.12:2011-11,3004.10.00.12,1,imports,201111,700053.00,"Penicillin V, for human use, in dosage",3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.10.00.13:2011-12,3004.10.00.13,1,imports,201112,23568551.00,"Amoxycillin, for human use, in dosage",3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.10.00.14:1991-12,3004.10.00.14,1,imports,199112,9591808.00,"Amoxycillin for human use, in dosage",3004.10.00.13,"Amoxycillin for human use, in dosage",199201,200111,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.10.00.19:2011-12,3004.10.00.19,1,imports,201112,488231929.00,"Penicillins or their derivatives, nes, for human use, in dosage",3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.10.00.20:2011-12,3004.10.00.20,1,imports,201112,20420808.00,"Streptomycins or their derivatives, for human use, in dosage",3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.10.00.31:2011-12,3004.10.00.31,1,imports,201112,95284642.00,"Penicillins or their derivatives, for veterinary use, in dosage",3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.10.00.32:2011-12,3004.10.00.32,1,imports,201112,50412716.00,"Streptomycins or their derivatives, for veterinary use, in dosage",3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.10:2011-12,3004.20.00.10,1,imports,201112,47992503.00,"Tetracyclines or their derivatives, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.20:2011-12,3004.20.00.20,1,imports,201112,952412146.00,"Cephalosporins, for human use, in dosage",3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.31:2011-12,3004.20.00.31,1,imports,201112,217132160.00,"Erythromycin, for human use, in dosage",3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.39:2011-12,3004.20.00.39,1,imports,201112,363544547.00,"Macrolide antibiotics, nes, for human use, in dosage",3004.20.00.18,"Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.41:2011-12,3004.20.00.41,1,imports,201112,23415016.00,"Gentamycins, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.42:1990-07,3004.20.00.42,1,imports,199007,4757.00,"Kanamycins, for human use, in dosage",3004.20.00.49,"Aminoglycoside antibiotics, nes, for human use, in dosage",198801,201112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.20.00.49:2011-12,3004.20.00.49,1,imports,201112,86823169.00,"Aminoglycoside antibiotics, nes, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.51:2011-12,3004.20.00.51,1,imports,201112,11061879.00,"Bacitracin, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.52:1996-11,3004.20.00.52,1,imports,199611,1094147.00,"Polymyxins, for human use, in dosage",3004.20.00.69,"Antibiotics, nes, for human use, in dosage",198801,201112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.20.00.59:2011-12,3004.20.00.59,1,imports,201112,214979963.00,"Polypeptides antibiotics, nes, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.61:2011-10,3004.20.00.61,1,imports,201110,2971734.00,"Chloramphenicol, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.62:2011-10,3004.20.00.62,1,imports,201110,11650860.00,"Mitomycin C, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.63:2011-12,3004.20.00.63,1,imports,201112,142830549.00,"Vancomycin, for human use, in dosage",3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.64:1991-12,3004.20.00.64,1,imports,199112,510594.00,"Lincomycin, for human use, in dosage",3004.20.00.69,"Antibiotics, nes, for human use, in dosage",198801,201112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.20.00.65:1989-04,3004.20.00.65,1,imports,198904,128029.00,"Lincomycin, for human use, in dosage",3004.20.00.64,"Rifamycins, for human use, in dosage",198801,199106,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-16,"ACCEPT 3004.20.00.64, 2026-08-16. THIS REPLACES THE `second` RULING OF 2026-08-12, which was taken against a different proposal and is not withdrawn lightly. That ruling preferred the second alternative over 3004.20.00.63; correcting the era a candidate is read in withdrew that alternative and put 3004.20.00.64 in the proposal's place. 3004.20.00.64 carries this line's own wording word for word, 'Lincomycin, for human use, in dosage'. The earlier evidence hid it: the candidate was scored against a life that had already closed by the month the record ends this classification, which is finding 106 and the same class as M4, M6 and the 2026-08-11 concordance defect. Nothing about the goods changed. What changed is that the sheet now shows the wording the score was computed on, and on that wording the proposal is an exact match.",no
imports:3004.20.00.66:1991-01,3004.20.00.66,1,imports,199101,185394.00,"Spectinomycin, for human use, in dosage",3004.20.00.69,"Antibiotics, nes, for human use, in dosage",198801,201112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.20.00.69:2011-12,3004.20.00.69,1,imports,201112,2133828374.00,"Antibiotics, nes, for human use, in dosage",3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.70:1988-12,3004.20.00.70,1,imports,198812,4291483.00,"Antibiotics, nes, for vet use, in dosage",3004.20.00.79,"Antibiotics, nes, for vet use, in dosage",198901,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.20.00.71:2011-12,3004.20.00.71,1,imports,201112,347629609.00,"Ivermectin, for veterinary use, in dosage",3004.20.00.80,"Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.20.00.79:2011-12,3004.20.00.79,1,imports,201112,741387848.00,"Antibiotics, nes, for veterinary use, in dosage",3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.31.00.10:2011-12,3004.31.00.10,1,imports,201112,1770683777.00,"Insulin, w/n mixed w zinc,globin or protamine, prepr for parentl admin,in dosage",3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.31.00.90:2011-12,3004.31.00.90,1,imports,201112,7272310.00,"Insulin, nes, for human use, in dosage",3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.31.10.00:1997-12,3004.31.10.00,1,imports,199712,266955474.00,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",3004.31.00.10,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.31.99.00:1997-12,3004.31.99.00,1,imports,199712,1727839.00,"Insulin, nes, for human use, in dosage",3004.31.00.90,"Insulin, nes, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.00.10:2001-12,3004.32.00.10,1,imports,200112,929148.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, nes",200201,201112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.32.00.11:2011-12,3004.32.00.11,1,imports,201112,30740274.00,"Hydrocortisone, for human use, in dosage",3004.32.00.00,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.32.00.19:2011-12,3004.32.00.19,1,imports,201112,578742262.00,"Medicaments containing corticosteroid hormones, for human use, nes",3004.32.00.00,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.32.00.20:2011-12,3004.32.00.20,1,imports,201112,13895452.00,"Corticosteriod hormones, for veterinary use, in dosage",3004.32.00.00,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.32.00.81:2001-12,3004.32.00.81,1,imports,200112,10422499.00,"Hydrocortisone, for human use, in dosage",3004.32.00.11,"Hydrocortisone, for human use, in dosage",200201,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.00.82:2001-11,3004.32.00.82,1,imports,200111,25.00,"Betamethasone, for human use, in dosage",3004.32.00.11,"Hydrocortisone, for human use, in dosage",200201,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.00.89:2001-12,3004.32.00.89,1,imports,200112,128397239.00,"Adrenal cortical hormones, nes, for human use, in dosage",3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, nes",200201,201112,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3004.32.00.19 instead,analysts,2026-08-14,"REJECT, successor 3004.32.00.19, 2026-08-14. THIS REVERSES THE EARLIER ACCEPT ONTO 3004.32.00.11, WHICH CARRIED NO REASON. The 2002 renumbering of the block moved each line to its counterpart: .81 hydrocortisone to .11 hydrocortisone, and .90 veterinary to .20 veterinary. The retiring line is the residual, .89 'Adrenal cortical hormones, nes', so it goes to the residual, .19 'Medicaments containing corticosteroid hormones, for human use, nes', which begins 2002-01, the month after .89 ends, and carries CAD 578,742,262 against the hydrocortisone line's CAD 30,740,274. Sending a residual to a line carved out of it is the same defect as row 210.",no
imports:3004.32.00.90:2001-12,3004.32.00.90,1,imports,200112,38149408.00,"Adrenal cortical hormones, for vet use, in dosage",3004.32.00.20,"Corticosteriod hormones, for veterinary use, in dosage",200201,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.10.00:1997-12,3004.32.10.00,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",3004.32.00.10,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",199803,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.90.11:1997-12,3004.32.90.11,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",3004.32.00.81,"Hydrocortisone, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.90.12:1997-06,3004.32.90.12,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",3004.32.00.89,"Adrenal cortical hormones, nes, for human use, in dosage",199801,200112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.32.90.19:1997-12,3004.32.90.19,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",3004.32.00.89,"Adrenal cortical hormones, nes, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.32.90.20:1997-12,3004.32.90.20,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",3004.32.00.90,"Adrenal cortical hormones, for vet use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.00.10:2011-12,3004.39.00.10,1,imports,201112,220635457.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",3004.39.00.11,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.00.12:2026-05,3004.39.00.12,1,imports,202605,184895196.00,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",,,,,not_a_retirement,delivery,no_termination_declared,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",,,,no
imports:3004.39.00.81:2011-12,3004.39.00.81,1,imports,201112,199276643.00,"Anterior pituitary hormones, for human use, in dosage",3004.39.00.12,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",201201,202605,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.39.00.82:2011-12,3004.39.00.82,1,imports,201112,19967091.00,"Posterior pituitary hormones, for human use, in dosage",3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.39.00.83:2011-12,3004.39.00.83,1,imports,201112,416139189.00,"Unmixed single estrogens, for human use, in dosage",3004.39.00.13,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.39.00.84:2011-12,3004.39.00.84,1,imports,201112,34360926.00,"Unmixed single progestational hormones, for human use, in dosage",3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.39.00.85:2011-12,3004.39.00.85,1,imports,201112,3103568844.00,"Hormones, nes, for human use, in dosage",3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.39.10.00:1997-12,3004.39.10.00,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.91.00:1997-09,3004.39.91.00,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",3004.39.00.85,"Hormones, nes, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.99.10:1997-12,3004.39.99.10,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",3004.39.00.81,"Anterior pituitary hormones, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.99.20:1997-12,3004.39.99.20,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",3004.39.00.82,"Posterior pituitary hormones, for human use, in dosage",199806,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.99.30:1997-12,3004.39.99.30,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",3004.39.00.83,"Unmixed single estrogens, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.99.40:1997-11,3004.39.99.40,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",3004.39.00.84,"Unmixed single progestational hormones, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.99.50:1997-12,3004.39.99.50,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",3004.39.00.85,"Hormones, nes, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.39.99.60:1997-12,3004.39.99.60,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",3004.39.00.90,"Hormones, nes, for vet use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.00.10:2011-12,3004.40.00.10,1,imports,201112,125087424.00,"Codeine or its derivatives, for human use, in dosage",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",200201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.40.00.20:2011-12,3004.40.00.20,1,imports,201112,17487958.00,"Vincristine, for human use, in dosage",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",200201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.40.00.30:2016-12,3004.40.00.30,1,imports,201612,101935277.00,"Theophylline, for human use, in dosage",3004.49.00.90,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",201701,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2016 to 2017",,,,no
imports:3004.40.00.40:2016-12,3004.40.00.40,1,imports,201612,1572159979.00,"Morphine or its derivatives, for human use, in dosage",3004.49.00.10,"Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",201702,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2016 to 2017",,,,no
imports:3004.40.00.50:2011-12,3004.40.00.50,1,imports,201112,6586271.00,"Aminophylline, for human use, in dosage",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",200201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.40.00.80:2011-12,3004.40.00.80,1,imports,201112,47146103.00,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",200201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.40.00.90:2016-12,3004.40.00.90,1,imports,201612,584366588.00,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",3004.49.00.90,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",201701,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.10.00:1997-12,3004.40.10.00,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.90.11:1996-12,3004.40.90.11,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",199801,201112,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.40.90.19:1997-12,3004.40.90.19,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
