record_id,family_id,flow,step_number,steps_in_journey,hs_code,description,step_first_period,step_last_period,rewordings_within_step,step_status,next_hs_code
IMR-3002901010-198801,IM-3002901010-198801,imports,4,4,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002901011-199701,IM-3002901010-198801,imports,1,4,3002.90.10.11,Ricin,199701,199712,0,succeeded,3002.90.00.11
IMR-3002901011-199701,IM-3002901010-198801,imports,2,4,3002.90.00.11,Ricin,199801,201609,0,succeeded,3002.90.00.10
IMR-3002901011-199701,IM-3002901010-198801,imports,3,4,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
IMR-3002901011-199701,IM-3002901010-198801,imports,4,4,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002901019-199701,IM-3002901010-198801,imports,1,4,3002.90.10.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",199701,199712,0,succeeded,3002.90.00.19
IMR-3002901019-199701,IM-3002901010-198801,imports,2,4,3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",199801,201612,0,succeeded,3002.90.00.10
IMR-3002901019-199701,IM-3002901010-198801,imports,3,4,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
IMR-3002901019-199701,IM-3002901010-198801,imports,4,4,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002901020-198801,IM-3002901020-198801,imports,1,3,3002.90.10.20,Ferment cultures,198801,199712,0,succeeded,3002.90.00.20
IMR-3002901020-198801,IM-3002901020-198801,imports,2,3,3002.90.00.20,Butter-making ferment cultures,199801,201612,0,succeeded,3002.90.00.90
IMR-3002901020-198801,IM-3002901020-198801,imports,3,3,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002901030-198801,IM-3002901020-198801,imports,1,3,3002.90.10.30,Dried blood of human origin,198801,199712,0,succeeded,3002.90.00.99
IMR-3002901030-198801,IM-3002901020-198801,imports,2,3,3002.90.00.99,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes",199801,201612,1,succeeded,3002.90.00.90
IMR-3002901030-198801,IM-3002901020-198801,imports,3,3,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002901040-198801,IM-3002901040-198801,imports,1,2,3002.90.10.40,Dried blood of animal origin,198801,199712,0,succeeded,3002.90.00.30
IMR-3002901040-198801,IM-3002901040-198801,imports,2,2,3002.90.00.30,Dried blood of animal origin,199802,202606,0,active,
IMR-3002909010-198801,IM-3002901020-198801,imports,1,3,3002.90.90.10,Bacteria culture inoculants for seeds,198801,199712,0,succeeded,3002.90.00.91
IMR-3002909010-198801,IM-3002901020-198801,imports,2,3,3002.90.00.91,"Bacteria culture inoculants, for seeds",199801,201612,1,succeeded,3002.90.00.90
IMR-3002909010-198801,IM-3002901020-198801,imports,3,3,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002909020-199104,IM-3002909020-199104,imports,1,3,3002.90.90.20,Whole human blood,199104,199706,0,succeeded,3002.90.00.92
IMR-3002909020-199104,IM-3002909020-199104,imports,2,3,3002.90.00.92,Whole human blood,199801,201612,0,succeeded,3002.90.00.40
IMR-3002909020-199104,IM-3002909020-199104,imports,3,3,3002.90.00.40,Whole human blood,201701,202606,0,active,
IMR-3002909030-199004,IM-3002901020-198801,imports,1,3,3002.90.90.30,Antiallergenic preparations of microbial origin,199004,199709,0,succeeded,3002.90.00.93
IMR-3002909030-199004,IM-3002901020-198801,imports,2,3,3002.90.00.93,Antiallergenic preparations of microbial origin,199802,201612,0,succeeded,3002.90.00.90
IMR-3002909030-199004,IM-3002901020-198801,imports,3,3,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002909090-198801,IM-3002901020-198801,imports,1,3,3002.90.90.90,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",198801,199712,0,succeeded,3002.90.00.99
IMR-3002909090-198801,IM-3002901020-198801,imports,2,3,3002.90.00.99,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes",199801,201612,1,succeeded,3002.90.00.90
IMR-3002909090-198801,IM-3002901020-198801,imports,3,3,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3003100000-198801,IM-3003100000-198801,imports,1,1,3003.10.00.00,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",198801,202606,1,active,
IMR-3003100000-200201,IM-3003100000-198801,imports,1,1,3003.10.00.00,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",200201,202606,0,active,
IMR-3003200000-198801,IM-3003200000-198801,imports,1,1,3003.20.00.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",198801,202606,1,active,
IMR-3003200000-200201,IM-3003200000-198801,imports,1,1,3003.20.00.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",200201,202606,0,active,
IMR-3003310000-201201,IM-3003319900-198801,imports,1,1,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,0,not_a_retirement,
IMR-3003310010-199802,IM-3003319900-198801,imports,1,2,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",199802,201108,0,succeeded,3003.31.00.00
IMR-3003310010-199802,IM-3003319900-198801,imports,2,2,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,0,not_a_retirement,
IMR-3003310090-199801,IM-3003319900-198801,imports,1,2,3003.31.00.90,"Insulin, formulated, in bulk, nes",199801,201112,0,succeeded,3003.31.00.00
IMR-3003310090-199801,IM-3003319900-198801,imports,2,2,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,0,not_a_retirement,
IMR-3003311000-198803,IM-3003319900-198801,imports,1,3,3003.31.10.00,"Insulin, prepared for parenteral administration in humans, in bulk",198803,199710,0,succeeded,3003.31.00.10
IMR-3003311000-198803,IM-3003319900-198801,imports,2,3,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",199802,201108,0,succeeded,3003.31.00.00
IMR-3003311000-198803,IM-3003319900-198801,imports,3,3,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,0,not_a_retirement,
IMR-3003319100-198802,IM-3003319900-198801,imports,1,4,3003.31.91.00,"Insulin, cont more than 23% of absolute ethyl alcohol by volume, in bulk",198802,199005,0,succeeded,3003.31.99.00
IMR-3003319100-198802,IM-3003319900-198801,imports,2,4,3003.31.99.00,"Insulin, formulated, in bulk, nes",198801,199712,0,succeeded,3003.31.00.90
IMR-3003319100-198802,IM-3003319900-198801,imports,3,4,3003.31.00.90,"Insulin, formulated, in bulk, nes",199801,201112,0,succeeded,3003.31.00.00
IMR-3003319100-198802,IM-3003319900-198801,imports,4,4,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,0,not_a_retirement,
IMR-3003319900-198801,IM-3003319900-198801,imports,1,3,3003.31.99.00,"Insulin, formulated, in bulk, nes",198801,199712,0,succeeded,3003.31.00.90
IMR-3003319900-198801,IM-3003319900-198801,imports,2,3,3003.31.00.90,"Insulin, formulated, in bulk, nes",199801,201112,0,succeeded,3003.31.00.00
IMR-3003319900-198801,IM-3003319900-198801,imports,3,3,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,0,not_a_retirement,
IMR-3003390000-201201,IM-3003391000-198801,imports,1,1,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003390010-199801,IM-3003391000-198801,imports,1,2,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk",199801,201112,1,succeeded,3003.39.00.00
IMR-3003390010-199801,IM-3003391000-198801,imports,2,2,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003390010-200201,IM-3003391000-198801,imports,1,2,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk",200201,201112,0,succeeded,3003.39.00.00
IMR-3003390010-200201,IM-3003391000-198801,imports,2,2,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003390090-199801,IM-3003391000-198801,imports,1,2,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",199801,201112,0,succeeded,3003.39.00.00
IMR-3003390090-199801,IM-3003391000-198801,imports,2,2,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003391000-198801,IM-3003391000-198801,imports,1,3,3003.39.10.00,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",198801,199712,0,succeeded,3003.39.00.10
IMR-3003391000-198801,IM-3003391000-198801,imports,2,3,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk",199801,201112,1,succeeded,3003.39.00.00
IMR-3003391000-198801,IM-3003391000-198801,imports,3,3,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003399100-198801,IM-3003391000-198801,imports,1,3,3003.39.91.00,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",198801,199707,0,succeeded,3003.39.00.90
IMR-3003399100-198801,IM-3003391000-198801,imports,2,3,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",199801,201112,0,succeeded,3003.39.00.00
IMR-3003399100-198801,IM-3003391000-198801,imports,3,3,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003399900-198801,IM-3003391000-198801,imports,1,3,3003.39.99.00,"Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives",198801,199712,0,succeeded,3003.39.00.90
IMR-3003399900-198801,IM-3003391000-198801,imports,2,3,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",199801,201112,0,succeeded,3003.39.00.00
IMR-3003399900-198801,IM-3003391000-198801,imports,3,3,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,0,active,
IMR-3003400000-199801,IM-3003409000-198802,imports,1,2,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",199801,201612,0,succeeded,3003.49.00.00
IMR-3003400000-199801,IM-3003409000-198802,imports,2,2,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,0,active,
IMR-3003401000-199203,IM-3003409000-198802,imports,1,4,3003.40.10.00,"Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk",199203,199308,0,succeeded,3003.40.90.00
IMR-3003401000-199203,IM-3003409000-198802,imports,2,4,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",198802,199712,0,succeeded,3003.40.00.00
IMR-3003401000-199203,IM-3003409000-198802,imports,3,4,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",199801,201612,0,succeeded,3003.49.00.00
IMR-3003401000-199203,IM-3003409000-198802,imports,4,4,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,0,active,
IMR-3003409000-198802,IM-3003409000-198802,imports,1,3,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",198802,199712,0,succeeded,3003.40.00.00
IMR-3003409000-198802,IM-3003409000-198802,imports,2,3,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",199801,201612,0,succeeded,3003.49.00.00
IMR-3003409000-198802,IM-3003409000-198802,imports,3,3,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,0,active,
IMR-3003410000-201706,IM-3003410000-201706,imports,1,1,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201706,202605,0,not_a_retirement,
IMR-3003420000-202209,IM-3003420000-202209,imports,1,1,3003.42.00.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",202209,202401,0,not_a_retirement,
IMR-3003430000-201701,IM-3003430000-201701,imports,1,1,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202506,0,not_a_retirement,
IMR-3003490000-201701,IM-3003409000-198802,imports,1,1,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,0,active,
IMR-3003600000-201701,IM-3003600000-201701,imports,1,1,3003.60.00.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",201701,202508,0,not_a_retirement,
IMR-3003900010-199801,IM-3003901000-198801,imports,1,2,3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",199801,201112,0,succeeded,3003.90.00.90
IMR-3003900010-199801,IM-3003901000-198801,imports,2,2,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003900020-199801,IM-3003901000-198801,imports,1,2,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",199801,201112,0,succeeded,3003.90.00.90
IMR-3003900020-199801,IM-3003901000-198801,imports,2,2,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003900030-201201,IM-3003909910-199501,imports,1,1,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003900030-201701,IM-3003909910-199501,imports,1,1,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,0,active,
IMR-3003900090-201201,IM-3003901000-198801,imports,1,1,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003900090-201701,IM-3003901000-198801,imports,1,1,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,0,active,
IMR-3003900091-199801,IM-3003909910-199501,imports,1,2,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",199801,201112,0,succeeded,3003.90.00.30
IMR-3003900091-199801,IM-3003909910-199501,imports,2,2,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003900099-199801,IM-3003901000-198801,imports,1,2,3003.90.00.99,"Medicaments, nes, formulated, in bulk",199801,201112,1,succeeded,3003.90.00.90
IMR-3003900099-199801,IM-3003901000-198801,imports,2,2,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003900099-200201,IM-3003901000-198801,imports,1,2,3003.90.00.99,"Medicaments, nes, formulated, in bulk",200201,201112,0,succeeded,3003.90.00.90
IMR-3003900099-200201,IM-3003901000-198801,imports,2,2,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003901000-198801,IM-3003901000-198801,imports,1,3,3003.90.10.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",198801,199712,0,succeeded,3003.90.00.10
IMR-3003901000-198801,IM-3003901000-198801,imports,2,3,3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",199801,201112,0,succeeded,3003.90.00.90
IMR-3003901000-198801,IM-3003901000-198801,imports,3,3,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003909100-198801,IM-3003901000-198801,imports,1,3,3003.90.91.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",198801,199712,0,succeeded,3003.90.00.20
IMR-3003909100-198801,IM-3003901000-198801,imports,2,3,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",199801,201112,0,succeeded,3003.90.00.90
IMR-3003909100-198801,IM-3003901000-198801,imports,3,3,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003909900-198801,IM-3003901000-198801,imports,1,4,3003.90.99.00,"Medicaments, nes, formulated, in bulk",198801,199412,0,succeeded,3003.90.99.90
IMR-3003909900-198801,IM-3003901000-198801,imports,2,4,3003.90.99.90,"Medicaments nes, formulated, in bulk",199501,199712,0,succeeded,3003.90.00.99
IMR-3003909900-198801,IM-3003901000-198801,imports,3,4,3003.90.00.99,"Medicaments, nes, formulated, in bulk",199801,201112,1,succeeded,3003.90.00.90
IMR-3003909900-198801,IM-3003901000-198801,imports,4,4,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003909910-199501,IM-3003909910-199501,imports,1,3,3003.90.99.10,"Medicaments containing acetaminophen, in bulk",199501,199712,0,succeeded,3003.90.00.91
IMR-3003909910-199501,IM-3003909910-199501,imports,2,3,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",199801,201112,0,succeeded,3003.90.00.30
IMR-3003909910-199501,IM-3003909910-199501,imports,3,3,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3003909990-199501,IM-3003901000-198801,imports,1,3,3003.90.99.90,"Medicaments nes, formulated, in bulk",199501,199712,0,succeeded,3003.90.00.99
IMR-3003909990-199501,IM-3003901000-198801,imports,2,3,3003.90.00.99,"Medicaments, nes, formulated, in bulk",199801,201112,1,succeeded,3003.90.00.90
IMR-3003909990-199501,IM-3003901000-198801,imports,3,3,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201201,202606,1,active,
IMR-3004100010-201201,IM-3004100011-198801,imports,1,1,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100011-198801,IM-3004100011-198801,imports,1,2,3004.10.00.11,"Penicillin G sodium, for human use, in dosage",198801,201112,1,succeeded,3004.10.00.10
IMR-3004100011-198801,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100011-200208,IM-3004100011-198801,imports,1,2,3004.10.00.11,"Penicillin G sodium, for human use, in dosage",200208,201112,0,succeeded,3004.10.00.10
IMR-3004100011-200208,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100012-198801,IM-3004100011-198801,imports,1,2,3004.10.00.12,"Penicillin V, for human use, in dosage",198801,201111,2,succeeded,3004.10.00.10
IMR-3004100012-198801,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100012-199208,IM-3004100011-198801,imports,1,2,3004.10.00.12,"Penicillin V, for human use, in dosage",199208,201111,1,succeeded,3004.10.00.10
IMR-3004100012-199208,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100012-200304,IM-3004100011-198801,imports,1,2,3004.10.00.12,"Penicillin V, for human use, in dosage",200304,201111,0,succeeded,3004.10.00.10
IMR-3004100012-200304,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100013-198801,IM-3004100011-198801,imports,1,2,3004.10.00.13,"Amoxycillin, for human use, in dosage",198801,201112,2,succeeded,3004.10.00.10
IMR-3004100013-198801,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100013-199201,IM-3004100011-198801,imports,1,2,3004.10.00.13,"Amoxycillin, for human use, in dosage",199201,201112,1,succeeded,3004.10.00.10
IMR-3004100013-199201,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100013-200201,IM-3004100011-198801,imports,1,2,3004.10.00.13,"Amoxycillin, for human use, in dosage",200201,201112,0,succeeded,3004.10.00.10
IMR-3004100013-200201,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100014-198801,IM-3004100011-198801,imports,1,3,3004.10.00.14,"Amoxycillin for human use, in dosage",198801,199112,0,succeeded,3004.10.00.13
IMR-3004100014-198801,IM-3004100011-198801,imports,2,3,3004.10.00.13,"Amoxycillin, for human use, in dosage",199201,201112,1,succeeded,3004.10.00.10
IMR-3004100014-198801,IM-3004100011-198801,imports,3,3,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100019-198801,IM-3004100011-198801,imports,1,2,3004.10.00.19,"Penicillins or their derivatives, nes, for human use, in dosage",198801,201112,1,succeeded,3004.10.00.10
IMR-3004100019-198801,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100019-200201,IM-3004100011-198801,imports,1,2,3004.10.00.19,"Penicillins or their derivatives, nes, for human use, in dosage",200201,201112,0,succeeded,3004.10.00.10
IMR-3004100019-200201,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100020-198801,IM-3004100011-198801,imports,1,2,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",198801,201112,1,succeeded,3004.10.00.10
IMR-3004100020-198801,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100020-200201,IM-3004100011-198801,imports,1,2,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",200201,201112,0,succeeded,3004.10.00.10
IMR-3004100020-200201,IM-3004100011-198801,imports,2,2,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,0,active,
IMR-3004100031-198801,IM-3004100031-198801,imports,1,2,3004.10.00.31,"Penicillins or their derivatives, for veterinary use, in dosage",198801,201112,1,succeeded,3004.10.00.90
IMR-3004100031-198801,IM-3004100031-198801,imports,2,2,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,0,active,
IMR-3004100031-200201,IM-3004100031-198801,imports,1,2,3004.10.00.31,"Penicillins or their derivatives, for veterinary use, in dosage",200201,201112,0,succeeded,3004.10.00.90
IMR-3004100031-200201,IM-3004100031-198801,imports,2,2,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,0,active,
IMR-3004100032-198802,IM-3004100031-198801,imports,1,2,3004.10.00.32,"Streptomycins or their derivatives, for veterinary use, in dosage",198802,201112,1,succeeded,3004.10.00.90
IMR-3004100032-198802,IM-3004100031-198801,imports,2,2,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,0,active,
IMR-3004100032-200201,IM-3004100031-198801,imports,1,2,3004.10.00.32,"Streptomycins or their derivatives, for veterinary use, in dosage",200201,201112,0,succeeded,3004.10.00.90
IMR-3004100032-200201,IM-3004100031-198801,imports,2,2,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,0,active,
IMR-3004100090-201201,IM-3004100031-198801,imports,1,1,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,0,active,
IMR-3004200010-198801,IM-3004200010-198801,imports,1,2,3004.20.00.10,"Tetracyclines or their derivatives, for human use, in dosage",198801,201112,1,succeeded,3004.20.00.19
IMR-3004200010-198801,IM-3004200010-198801,imports,2,2,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,0,active,
IMR-3004200010-200201,IM-3004200010-198801,imports,1,2,3004.20.00.10,"Tetracyclines or their derivatives, for human use, in dosage",200201,201112,0,succeeded,3004.20.00.19
IMR-3004200010-200201,IM-3004200010-198801,imports,2,2,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,0,active,
IMR-3004200011-201201,IM-3004200020-198801,imports,1,1,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",201201,202606,0,active,
IMR-3004200012-201201,IM-3004200063-198801,imports,1,1,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",201201,202606,0,active,
IMR-3004200013-201201,IM-3004200031-198801,imports,1,1,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",201201,202606,0,active,
IMR-3004200018-201201,IM-3004200039-198801,imports,1,1,3004.20.00.18,"Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",201201,202606,0,active,
IMR-3004200019-201201,IM-3004200010-198801,imports,1,1,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,0,active,
IMR-3004200020-198801,IM-3004200020-198801,imports,1,2,3004.20.00.20,"Cephalosporins, for human use, in dosage",198801,201112,0,succeeded,3004.20.00.11
IMR-3004200020-198801,IM-3004200020-198801,imports,2,2,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",201201,202606,0,active,
IMR-3004200031-198801,IM-3004200031-198801,imports,1,2,3004.20.00.31,"Erythromycin, for human use, in dosage",198801,201112,0,succeeded,3004.20.00.13
IMR-3004200031-198801,IM-3004200031-198801,imports,2,2,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",201201,202606,0,active,
