record_id,span_id,flow,hs_code,description,first_period,last_period,value_cad,family_id,family_anchor_code,family_anchor_first_traded,family_size,family_commodities,family_display_number,family_codes
IMR-3003900010-199801,imports:3003.90.00.10:1998-01,imports,3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",199801,201112,8239452,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003900020-199801,imports:3003.90.00.20:1998-01,imports,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",199801,201112,1506308,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003900030-201201,imports:3003.90.00.30:2012-01,imports,3003.90.00.30,"Medicaments containing acetaminophen, in bulk",201201,201612,57511105,IM-3003909910-199501,3003.90.99.10,199501,3,3,91,3003.90.00.30;3003.90.00.91;3003.90.99.10
IMR-3003900030-201701,imports:3003.90.00.30:2017-01,imports,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,175882306,IM-3003909910-199501,3003.90.99.10,199501,3,3,91,3003.90.00.30;3003.90.00.91;3003.90.99.10
IMR-3003900090-201201,imports:3003.90.00.90:2012-01,imports,3003.90.00.90,"Other medicaments, formulated, in bulk, nes",201201,201612,433963937,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003900090-201701,imports:3003.90.00.90:2017-01,imports,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,7487074058,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003900091-199801,imports:3003.90.00.91:1998-01,imports,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",199801,201112,71952532,IM-3003909910-199501,3003.90.99.10,199501,3,3,91,3003.90.00.30;3003.90.00.91;3003.90.99.10
IMR-3003900099-199801,imports:3003.90.00.99:1998-01,imports,3003.90.00.99,"Medicaments nes, formulated, in bulk",199801,200112,496132471,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003900099-200201,imports:3003.90.00.99:2002-01,imports,3003.90.00.99,"Medicaments, nes, formulated, in bulk",200201,201112,1197982533,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003901000-198801,imports:3003.90.10.00:1988-01,imports,3003.90.10.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",198801,199712,11827021,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003909100-198801,imports:3003.90.91.00:1988-01,imports,3003.90.91.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",198801,199712,621683,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003909900-198801,imports:3003.90.99.00:1988-01,imports,3003.90.99.00,"Medicaments, nes, formulated, in bulk",198801,199412,158198908,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3003909910-199501,imports:3003.90.99.10:1995-01,imports,3003.90.99.10,"Medicaments containing acetaminophen, in bulk",199501,199712,10818930,IM-3003909910-199501,3003.90.99.10,199501,3,3,91,3003.90.00.30;3003.90.00.91;3003.90.99.10
IMR-3003909990-199501,imports:3003.90.99.90:1995-01,imports,3003.90.99.90,"Medicaments nes, formulated, in bulk",199501,199712,229173341,IM-3003901000-198801,3003.90.10.00,198801,8,8,20,3003.90.00.10;3003.90.00.20;3003.90.00.90;3003.90.00.99;3003.90.10.00;3003.90.91.00;3003.90.99.00;3003.90.99.90
IMR-3004100010-201201,imports:3004.10.00.10:2012-01,imports,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,478985909,IM-3004100011-198801,3004.10.00.11,198801,7,7,21,3004.10.00.10;3004.10.00.11;3004.10.00.12;3004.10.00.13;3004.10.00.14;3004.10.00.19;3004.10.00.20
