uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
EXR-30043900-198901,"3004.39.00 - Hormones nes, not containing antibiotics, in dosage,o/t contraceptive",3004.39.00,"Hormones not elsewhere specified, not containing antibiotics, in dosage,other than contraceptive",1989-01,2001-12,EX-30043910-198801,"3004.39.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",3004.39.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,for retail sale",active,EXR_0050,EX_0035
EXR-30043900-200201,"3004.39.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",3004.39.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,for retail sale",2002-01,2026-06,EX-30043910-198801,"3004.39.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",3004.39.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,for retail sale",active,EXR_0051,EX_0035
EXR-30043910-198801,"3004.39.10 - Hormones nes, not containing antibiotics, in dosage,o/t contraceptive,human use (Terminated 1988-12)",3004.39.10,"Hormones not elsewhere specified, not containing antibiotics, in dosage,other than contraceptive,human use",1988-01,1988-12,EX-30043910-198801,"3004.39.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",3004.39.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,for retail sale",active,,
EXR-30043920-198801,"3004.39.20 - Hormones nes, not containing antibiotics, in dosage,o/t contraceptive,vet use (Terminated 1988-12)",3004.39.20,"Hormones not elsewhere specified, not containing antibiotics, in dosage,other than contraceptive,veterinary use",1988-01,1988-12,EX-30043910-198801,"3004.39.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",3004.39.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,for retail sale",active,,
EXR-30044000-198801,"3004.40.00 - Alkaloids or their derivs, not cntg antibiotics or hormones, in dosage (Terminated 2016-12)",3004.40.00,"Alkaloids or their derivatives, not cntg antibiotics or hormones, in dosage",1988-01,2016-12,EX-30044000-198801,"3004.49.00 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0052,EX_0036
EXR-30044100-201701,"3004.41.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.41.00,"Medicaments,containing ephedrin/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-05,EX-30044100-201701,"3004.41.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.41.00,"Medicaments,containing ephedrin/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,EXR_0053,EX_0037
EXR-30044200-201701,"3004.42.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.42.00,"Medicaments,containing pseudoephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,EX-30044200-201701,"3004.42.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.42.00,"Medicaments,containing pseudoephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0054,EX_0038
EXR-30044300-201703,"3004.43.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.43.00,"Medicaments,containing norephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-03,2022-03,EX-30044300-201703,"3004.43.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.43.00,"Medicaments,containing norephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,EXR_0055,EX_0039
EXR-30044900-201701,"3004.49.00 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,EX-30044000-198801,"3004.49.00 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0056,EX_0036
EXR-30045000-198901,"3004.50.00 - Vitamins and their derivatives,in dosage",3004.50.00,"Vitamins and their derivatives,in dosage",1989-01,2001-12,EX-30045010-198801,"3004.50.00 - Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",3004.50.00,"Medicaments,containing vitamins/provitamins/derivative,in doses/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0058,EX_0041
EXR-30045000-200201,"3004.50.00 - Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",3004.50.00,"Medicaments,containing vitamins/provitamins/derivative,in doses/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2026-06,EX-30045010-198801,"3004.50.00 - Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",3004.50.00,"Medicaments,containing vitamins/provitamins/derivative,in doses/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0057,EX_0041
EXR-30045010-198801,"3004.50.10 - Vitamins and their derivatives,in dosage for human use (Terminated 1988-12)",3004.50.10,"Vitamins and their derivatives,in dosage for human use",1988-01,1988-12,EX-30045010-198801,"3004.50.00 - Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",3004.50.00,"Medicaments,containing vitamins/provitamins/derivative,in doses/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,,
EXR-30045020-198801,"3004.50.20 - Vitamins and their derivatives,in dosage for veterinary use (Terminated 1988-12)",3004.50.20,"Vitamins and their derivatives,in dosage for veterinary use",1988-01,1988-12,EX-30045010-198801,"3004.50.00 - Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",3004.50.00,"Medicaments,containing vitamins/provitamins/derivative,in doses/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,,
EXR-30046000-201701,"3004.60.00 - Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",3004.60.00,"Medicaments,containing antimalarial active principles,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,EX-30046000-201701,"3004.60.00 - Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",3004.60.00,"Medicaments,containing antimalarial active principles,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0059,EX_0042
EXR-30049000-198901,"3004.90.00 - Medicaments nes, in dosage (Terminated 2017-12)",3004.90.00,"Medicaments not elsewhere specified, in dosage",1989-01,2016-12,EX-30049010-198801,"3004.90.90 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",3004.90.90,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0060,EX_0043
EXR-30049000-201701,"3004.90.00 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06 (Terminated 2017-12)",3004.90.00,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2017-12,EX-30049010-198801,"3004.90.90 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",3004.90.90,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0061,EX_0043
EXR-30049010-198801,"3004.90.10 - Medicaments nes, in dosage, for human use",3004.90.10,"Medicaments not elsewhere specified, in dosage, for human use",1988-01,1988-12,EX-30049010-198801,"3004.90.90 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",3004.90.90,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,,
EXR-30049010-201802,"3004.90.10 - Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",3004.90.10,"Medicaments containing cannabis/cannabinoids, therapeutic/prophylactic uses, doses/pack for retail sale",2018-02,2026-06,EX-30049010-201802,"3004.90.10 - Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",3004.90.10,"Medicaments containing cannabis/cannabinoids, therapeutic/prophylactic uses, doses/pack for retail sale",active,EXR_0062,EX_0044
EXR-30049020-198801,"3004.90.20 - Medicaments nes, in dosage, for veterinary use (Terminated 1988-12)",3004.90.20,"Medicaments not elsewhere specified, in dosage, for veterinary use",1988-01,1988-12,EX-30049010-198801,"3004.90.90 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",3004.90.90,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,,
EXR-30049090-201801,"3004.90.90 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",3004.90.90,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2018-01,2026-06,EX-30049010-198801,"3004.90.90 - Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",3004.90.90,"Medicaments,not elsewhere specified,therapeutic/prophylactic uses,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,EXR_0063,EX_0043
EXR-30051000-198801,3005.10.00 - Dressings and other articles having an adhesive layer,3005.10.00,Dressings and other articles having an adhesive layer,1988-01,2026-06,EX-30051000-198801,3005.10.00 - Dressings and other articles having an adhesive layer,3005.10.00,Dressings and other articles having an adhesive layer,active,EXR_0064,EX_0045
EXR-30059000-198801,"3005.90.00 - Dressings & similar articles,impreg or coated or packaged for med use, nes",3005.90.00,"Dressings & similar articles,impregnated or coated or packaged for Medicaments use, not elsewhere specified",1988-01,2026-06,EX-30059000-198801,"3005.90.00 - Dressings & similar articles,impreg or coated or packaged for med use, nes",3005.90.00,"Dressings & similar articles,impregnated or coated or packaged for Medicaments use, not elsewhere specified",active,EXR_0065,EX_0046
EXR-30061000-198801,"3006.10.00 - Suture materials,sterile;laminaria, sterie;haemostatics,sterile,surg or dental",3006.10.00,"Suture materials,sterile;laminaria, sterile;haemostatics,sterile,surgical or dental",1988-01,2001-06,EX-30061000-198801,"3006.10.00 - Sterile suture mat;sterile laminaria;sterile absorb haemostatics;surg/dental,etc",3006.10.00,"Sterile suture material;sterile laminaria;sterile absorbable haemostatics;surgical/dental,etc",active,EXR_0067,EX_0047
EXR-30061000-200201,"3006.10.00 - Sterile suture mat;sterile laminaria;sterile absorb haemostatics;surg/dental,etc",3006.10.00,"Sterile suture material;sterile laminaria;sterile absorbable haemostatics;surgical/dental,etc",2002-01,2026-06,EX-30061000-198801,"3006.10.00 - Sterile suture mat;sterile laminaria;sterile absorb haemostatics;surg/dental,etc",3006.10.00,"Sterile suture material;sterile laminaria;sterile absorbable haemostatics;surgical/dental,etc",active,EXR_0066,EX_0047
EXR-30062000-198801,3006.20.00 - Blood-grouping reagents (Terminated 2021-12),3006.20.00,Blood-grouping reagents,1988-01,2021-12,EX-30062000-198801,3006.20.00 - Blood-grouping reagents (Terminated 2021-12),3006.20.00,Blood-grouping reagents,left_chapter,EXR_0068,EX_0048
EXR-30063000-198801,"3006.30.00 - Opacifying prep, x-ray; diagnostic reagents, designed for admin to patients",3006.30.00,"Opacifying preparation, x-ray; diagnostic reagents, designed for administration to patients",1988-01,2026-06,EX-30063000-198801,"3006.30.00 - Opacifying prep, x-ray; diagnostic reagents, designed for admin to patients",3006.30.00,"Opacifying preparation, x-ray; diagnostic reagents, designed for administration to patients",active,EXR_0069,EX_0049
EXR-30064000-198801,3006.40.00 - Dental cements & other dental fillings; bone reconstruction cements,3006.40.00,Dental cements & other dental fillings; bone reconstruction cements,1988-01,2026-06,EX-30064000-198801,3006.40.00 - Dental cements & other dental fillings; bone reconstruction cements,3006.40.00,Dental cements & other dental fillings; bone reconstruction cements,active,EXR_0070,EX_0050
EXR-30065000-198801,3006.50.00 - First-aid boxes and kits,3006.50.00,First-aid boxes and kits,1988-01,2026-06,EX-30065000-198801,3006.50.00 - First-aid boxes and kits,3006.50.00,First-aid boxes and kits,active,EXR_0071,EX_0051
EXR-30066000-198801,"3006.60.00 - Contraceptive prep based on hormones, on other prod of No 29.37 or spermicides",3006.60.00,"Contraceptive preparation based on hormones, on other prod of No 29.37 or spermicides",1988-01,2001-12,EX-30066000-198801,"3006.60.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,EXR_0073,EX_0052
EXR-30066000-200201,"3006.60.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",2002-01,2026-06,EX-30066000-198801,"3006.60.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,EXR_0072,EX_0052
EXR-30067000-200205,"3006.70.00 - Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc",3006.70.00,"Gel preparation for human/veterinary medicine as lub for parts of body for oper/examination,etc",2002-05,2026-06,EX-30067000-200205,"3006.70.00 - Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc",3006.70.00,"Gel preparation for human/veterinary medicine as lub for parts of body for oper/examination,etc",active,EXR_0074,EX_0053
EXR-30068000-200209,3006.80.00 - Waste pharmaceuticals (Terminated 2006-12),3006.80.00,Waste pharmaceuticals,2002-09,2006-12,EX-30068000-200209,"3006.92.00 - Waste pharmaceuticals, nes",3006.92.00,"Waste pharmaceuticals, not elsewhere specified",active,EXR_0075,EX_0054
EXR-30069100-200702,3006.91.00 - Appliances identifiable for ostomy use,3006.91.00,Appliances identifiable for ostomy use,2007-02,2026-06,EX-30069100-200702,3006.91.00 - Appliances identifiable for ostomy use,3006.91.00,Appliances identifiable for ostomy use,active,EXR_0076,EX_0055
EXR-30069200-200703,"3006.92.00 - Waste pharmaceuticals, nes",3006.92.00,"Waste pharmaceuticals, not elsewhere specified",2007-03,2026-06,EX-30068000-200209,"3006.92.00 - Waste pharmaceuticals, nes",3006.92.00,"Waste pharmaceuticals, not elsewhere specified",active,EXR_0077,EX_0054
EXR-30069300-202201,"3006.93.00 - Placebos,blinded or double blinded clinical trial kits, put up in measured doses",3006.93.00,"Placebos,blinded or double blinded clinical trial kits, put up in measured doses",2022-01,2026-06,EX-30069300-202201,"3006.93.00 - Placebos,blinded or double blinded clinical trial kits, put up in measured doses",3006.93.00,"Placebos,blinded or double blinded clinical trial kits, put up in measured doses",active,EXR_0078,EX_0056
